wage,earnwke,uhours,age,educ,female
13.8,552,40,59,46,1
21.25,850,40,25,44,0
16.666666666666668,600,36,32,46,1
10,400,40,43,43,1
20,800,40,39,39,1
14.285714285714286,500,35,36,43,1
21.625,865,40,28,43,1
42.857142857142854,1500,35,38,44,1
35.714285714285715,1250,35,51,39,1
22,1100,50,32,45,0
57.6922,2884.61,50,32,43,1
27.3342,1366.71,50,28,45,0
9.6,384,40,57,43,1
38.45,1538,40,57,43,0
10.625,425,40,48,44,0
7.5,300,40,57,32,1
20,1200,60,43,45,1
21.625,865,40,28,43,1
12,480,40,19,39,0
21.25,850,40,28,44,1
21.625,865,40,30,44,1
11,440,40,53,34,1
13.330000000000002,533.2,40,28,42,0
16.923,846.15,50,28,43,0
10,400,40,60,43,0
12.631578947368421,480,38,59,39,1
38.4614,1923.07,50,35,43,0
12.5,500,40,56,39,0
14.8,592,40,58,39,1
32.966857142857144,1153.84,35,27,45,1
8,320,40,25,40,0
9,360,40,50,40,0
57.6922,2884.61,50,64,43,0
14.422999999999998,576.92,40,33,40,0
21.825,873,40,30,40,1
62.5,2500,40,42,39,0
15.555555555555555,700,45,51,39,0
5.2631578947368425,200,38,57,39,1
32.966857142857144,1153.84,35,31,39,0
15.375,615,40,29,40,1
9.6,384,40,59,43,1
6.25,250,40,45,43,1
10,400,40,64,39,0
24.025,961,40,42,43,1
33.65,1346,40,45,44,1
40,1600,40,47,43,0
26.9,1076,40,43,43,0
22.5,900,40,35,43,1
24.025,961,40,35,44,1
19.23075,769.23,40,29,42,0
24.038333333333334,1442.3,60,22,43,0
19.2306,961.53,50,22,43,0
0.024,1.44,60,22,43,0
24.038249999999998,961.53,40,22,40,0
32,1600,50,44,43,0
28.88888888888889,1300,45,34,42,0
15.454545454545455,850,55,37,39,0
12.816666666666666,769,60,64,41,1
67.27000000000001,2690.8,40,60,40,1
31.65,1266,40,56,39,0
28.845999999999997,1153.84,40,35,44,0
28.845999999999997,1153.84,40,36,43,1
43.956,1538.46,35,32,44,1
5.057142857142857,177,35,44,34,0
16.14,807,50,24,43,0
12.98075,519.23,40,60,39,0
16.78181818181818,923,55,30,43,0
25,1000,40,28,43,1
22.727199999999996,1136.36,50,33,44,1
19.7115,788.46,40,59,40,0
25.714285714285715,900,35,62,39,1
33.15,1326,40,40,39,0
6.25,250,40,25,39,0
56.25,2250,40,35,45,0
20,700,35,64,43,1
26.9,1076,40,31,43,1
24.038249999999998,961.53,40,44,44,0
39.01864864864865,1443.69,37,58,44,1
42.5,1700,40,58,39,0
72.11525,2884.61,40,27,40,0
38.45,1538,40,42,39,0
27,1080,40,30,39,0
60,2280,38,30,43,1
46.153800000000004,2307.69,50,43,43,0
57.6922,2884.61,50,40,43,1
43.25,1730,40,59,43,0
25,1000,40,59,44,1
12.5,500,40,26,43,0
9.5,380,40,21,40,1
11.217833333333335,673.07,60,34,43,1
29,1044,36,34,44,1
25.475,1019,40,36,42,0
35.46666666666667,1596,45,41,44,0
31.622222222222224,1423,45,39,44,1
16,640,40,45,33,0
25,1000,40,44,39,0
23.333333333333332,1400,60,52,46,0
15,600,40,51,40,1
19.4,776,40,21,40,0
24.025,961,40,41,44,1
40.85,1634,40,45,44,0
17.3,692,40,63,39,1
18,720,40,53,42,1
36.0575,1442.3,40,56,43,0
20,800,40,49,39,1
10.15,406,40,51,39,1
15,600,40,55,41,0
48.075,1923,40,64,46,1
35,1400,40,35,39,0
35.075,1403,40,57,39,0
44.37861538461539,2884.61,65,30,44,0
22.5,900,40,51,44,1
35,1400,40,55,43,0
13.461500000000001,807.69,60,25,39,0
31.428571428571427,1100,35,29,44,0
31.428571428571427,1100,35,29,44,1
35,1400,40,41,43,0
28.365249999999996,1134.61,40,59,39,1
12,480,40,32,39,1
15.5,620,40,34,43,0
30.2,1057,35,41,44,1
48.07675,1923.07,40,61,39,0
18.75,750,40,21,39,0
13.75,550,40,34,39,1
43.269,1730.76,40,40,44,0
25.454545454545453,1400,55,36,45,0
14.422999999999998,576.92,40,49,39,0
53.48825000000001,2139.53,40,60,44,0
20.19225,807.69,40,34,44,1
28.845999999999997,1153.84,40,37,43,0
13.5,540,40,51,42,1
10,400,40,21,42,0
26.425,1057,40,63,43,1
25.714285714285715,900,35,46,39,1
72.11525,2884.61,40,49,39,0
57.6922,2884.61,50,46,44,1
15,525,35,34,43,1
20.978863636363638,923.07,44,41,43,1
27.534772727272728,1211.53,44,35,42,0
16,640,40,45,33,0
28.84,1442,50,47,39,0
30.769,1230.76,40,32,40,0
62.5,2500,40,55,43,0
43.269,1730.76,40,64,43,0
26,936,36,63,41,1
38.4615,1538.46,40,54,44,0
22.97,918.8,40,51,44,1
27.5,1100,40,45,39,1
35.075,1403,40,42,39,0
38.4615,1538.46,40,60,39,0
17.582285714285714,615.38,35,57,43,1
20.7692,1038.46,50,27,43,0
55.275,2211,40,48,43,1
43.25,1730,40,51,43,0
36.730000000000004,1469.2,40,49,39,1
3.75,150,40,22,43,1
22.267105263157895,846.15,38,43,39,0
11.057500000000001,442.3,40,44,39,1
38.4615,1538.46,40,61,42,0
31.25,1250,40,62,39,1
4.928571428571429,207,42,30,40,1
4.761904761904762,200,42,30,40,0
33.65,1346,40,40,44,1
43.75,1750,40,40,44,0
15.65,547.75,35,50,42,1
56.25,2250,40,48,44,0
25,1000,40,28,43,1
25,1000,40,32,42,0
32,1600,50,39,43,0
26.44225,1057.69,40,59,35,0
28.58621621621622,1057.69,37,59,40,1
12.5,500,40,56,39,0
25,1000,40,32,40,0
29.8,1192,40,45,45,1
41.325,1653,40,50,44,0
6.25,250,40,47,43,1
72.11525,2884.61,40,50,45,0
19,760,40,56,43,0
16.44736842105263,625,38,49,39,1
19.23075,769.23,40,52,43,0
19,760,40,31,39,0
36.05,1442,40,29,46,0
54.945,2307.69,42,37,43,0
24.61525,984.61,40,45,44,1
38.4615,1538.46,40,46,43,1
21.15,846,40,25,42,0
41.714285714285715,1460,35,44,44,0
27.81578947368421,1057,38,42,44,1
16.14,807,50,57,45,1
21.255000000000003,807.69,38,64,44,1
43.269,1730.76,40,59,44,0
11.514285714285714,403,35,33,41,1
28.825,1153,40,39,42,0
38.4615,1538.46,40,50,40,0
33.65375,1346.15,40,50,44,1
25,1000,40,23,43,0
38.45,1538,40,45,43,1
67.3,2692,40,43,43,0
20.19,807.6,40,58,40,1
22.596,903.84,40,51,39,1
11.525,461,40,58,39,1
16.325,653,40,30,43,1
72.11525,2884.61,40,35,43,0
13.735999999999999,480.76,35,34,40,1
16.346,653.84,40,62,34,0
12,480,40,50,43,1
12,480,40,49,44,1
52.8845,2115.38,40,46,44,0
55.288250000000005,2211.53,40,46,44,1
15.555555555555555,700,45,23,40,0
26,1040,40,55,40,0
15,600,40,19,40,1
20.963636363636365,1153,55,28,42,1
12,480,40,31,40,1
22.97,918.8,40,39,44,1
33.75,1350,40,57,44,0
37.5,1500,40,29,40,0
43.25,1730,40,39,39,0
28.311944444444446,1019.23,36,46,45,0
38.45,1538,40,36,44,1
31.538400000000003,1576.92,50,49,40,0
28.825,1153,40,52,43,0
49.891891891891895,1846,37,49,43,1
8.125,325,40,47,42,1
17.3,692,40,43,41,0
12.816666666666666,769,60,57,39,1
35,1400,40,64,44,0
38.4615,1538.46,40,54,43,0
27.508999999999997,1100.36,40,52,39,1
29.807499999999997,1192.3,40,56,39,1
14.5,580,40,31,42,1
15.4,616,40,35,43,0
61.68828571428572,2159.09,35,64,44,1
57.6922,2884.61,50,51,43,0
33.65375,1346.15,40,51,44,1
20,800,40,29,43,1
25,1000,40,31,43,0
16.25,650,40,54,43,1
21.6345,865.38,40,22,43,0
8,320,40,24,43,0
19.225,769,40,27,43,0
39.31622222222222,1769.23,45,30,43,0
29.807499999999997,1192.3,40,32,44,1
72.11525,2884.61,40,35,43,0
48.075,1923,40,55,40,1
36.25,1450,40,32,41,0
17.5,700,40,34,40,1
35.096,1403.84,40,38,40,0
26.923000000000002,1076.92,40,42,45,0
32.05116666666667,1923.07,60,47,43,1
37.5,1500,40,51,40,0
15.5,620,40,56,31,1
16.689999999999998,584.15,35,48,39,1
19.55,782,40,35,40,0
13.5,540,40,35,40,1
26.9,1076,40,60,40,0
28.825,1153,40,44,39,0
23.67,828.45,35,53,40,1
28,1120,40,54,39,0
48.07681818181818,2115.38,44,38,39,0
7.111111111111111,320,45,17,34,0
26.072222222222223,1173.25,45,35,39,0
9,360,40,23,43,1
15,600,40,45,39,0
8.571428571428571,300,35,48,37,1
13.714285714285714,480,35,19,40,1
18.25,730,40,49,42,1
35,1400,40,51,42,1
12,480,40,28,40,1
19.23075,769.23,40,31,44,0
24.375,975,40,64,43,0
20.19,807.6,40,63,42,1
11.05,442,40,34,39,1
36.730000000000004,1469.2,40,54,39,1
14,560,40,33,42,0
20.98,839.2,40,34,39,1
13,455,35,56,39,0
10,400,40,28,39,0
53.333333333333336,2400,45,59,39,0
30.7692,1538.46,50,57,43,1
19.23075,1538.46,80,38,42,0
17.712368421052634,673.07,38,39,43,1
10.625,850,80,50,39,0
43.25,1730,40,60,33,0
71.42857142857143,2500,35,61,43,1
17.42,661.96,38,55,42,1
25.9615,1038.46,40,58,44,0
8.5,425,50,34,36,0
12,660,55,59,36,0
27.963636363636365,1538,55,48,43,0
48.07675,1923.07,40,46,44,1
14.955555555555556,673,45,56,40,1
15,600,40,54,40,0
13,520,40,50,40,1
22.263157894736842,846,38,53,41,0
31.570000000000004,1199.66,38,51,41,0
16.346,653.84,40,26,43,1
21.15375,846.15,40,27,40,0
34,1700,50,61,43,0
12,480,40,49,43,1
12.6922,634.61,50,36,43,0
5.769,230.76,40,34,44,1
17.35,694,40,36,41,1
13,520,40,30,39,0
11,440,40,38,39,1
38.75,1550,40,46,43,0
28.845999999999997,1153.84,40,44,43,1
48.075,1923,40,60,44,1
38.45,1538,40,43,44,1
22,770,35,53,43,1
22,1100,50,34,40,0
17.5,700,40,32,42,1
12.5,1000,80,41,44,0
15.375,615,40,24,43,1
37,1480,40,44,39,0
13.333333333333334,600,45,20,39,1
12,480,40,27,39,0
21,1050,50,64,39,0
17.307499999999997,692.3,40,62,39,1
14.4,576,40,48,46,1
39.4,1576,40,47,46,0
11.11111111111111,500,45,27,33,0
11.11111111111111,500,45,21,32,0
11.11111111111111,500,45,27,32,0
13.311111111111112,599,45,30,33,0
15.698157894736841,596.53,38,57,40,0
32.5,1300,40,32,44,1
51.266666666666666,2307,45,36,43,0
24.025,961,40,49,39,1
10,400,40,50,39,0
24,960,40,30,43,0
11,440,40,54,39,1
57.6922,2884.61,50,55,43,0
40.54054054054054,1500,37,42,33,0
40.54054054054054,1500,37,38,35,0
51.282000000000004,2307.69,45,55,45,0
37.5,1500,40,45,44,0
30.7692,1538.46,50,53,40,0
29.114285714285714,1019,35,57,46,1
44.7,1788,40,57,44,1
25,1000,40,52,42,0
12.816666666666666,769,60,39,42,0
62.5,2500,40,48,40,0
14.422999999999998,576.92,40,47,43,1
8.65,346,40,50,39,1
7.75,310,40,57,40,1
15.3846,769.23,50,25,43,0
18.269,730.76,40,41,43,1
24.038249999999998,961.53,40,44,44,0
19.25,770,40,21,41,0
18.5,740,40,20,41,0
20.90909090909091,1150,55,27,43,0
36.0575,1442.3,40,54,43,0
31.25,1250,40,54,43,1
26.666666666666668,1600,60,45,43,0
22.596,903.84,40,39,43,1
22.25,890,40,40,39,1
17.6922,884.61,50,64,39,0
7.75,310,40,56,39,1
27,1080,40,59,43,1
21.533333333333335,969,45,57,43,0
48.07683333333333,2884.61,60,52,43,1
28.130000000000003,1125.2,40,51,42,0
12,480,40,52,46,1
10,480,48,40,39,0
10,480,48,18,39,0
10,480,48,19,39,0
10,480,48,26,35,0
10,480,48,27,39,0
10,480,48,30,33,0
17.857142857142858,1250,70,29,45,0
21.5,860,40,54,43,1
17.47242857142857,1223.07,70,54,44,0
9.057142857142857,634,70,43,43,0
16.689999999999998,584.15,35,42,39,1
15,600,40,41,39,0
52.44745454545455,2884.61,55,47,43,0
20.425,817,40,49,44,1
14.583333333333334,700,48,25,39,1
8.085714285714285,283,35,33,40,1
15,600,40,26,43,0
25,1000,40,58,44,1
32.05,1923,60,63,43,0
26.425,1057,40,40,39,0
36.38243243243244,1346.15,37,56,43,1
19.779999999999998,692.3,35,57,40,0
23,920,40,56,39,0
7.211499999999999,288.46,40,45,39,0
25,1000,40,59,40,0
15,600,40,52,40,1
8.1,324,40,47,40,1
8.5,340,40,24,39,1
29.585692307692305,1923.07,65,52,44,1
17.307499999999997,692.3,40,25,43,1
14.285714285714286,500,35,34,41,1
12.75,510,40,27,43,0
17.307499999999997,692.3,40,37,40,1
20.19225,807.69,40,40,39,0
41.325,1653,40,49,43,0
44.23075,1769.23,40,43,43,0
13.333333333333334,800,60,34,39,0
11.99,479.6,40,27,40,1
15,600,40,28,43,0
44,2200,50,42,40,0
14.4,576,40,44,43,1
48.075,1923,40,59,43,0
72.11525,2884.61,40,27,43,1
21.6345,865.38,40,52,42,0
14,560,40,29,43,0
19.038249999999998,761.53,40,54,41,0
50.349636363636364,2769.23,55,50,43,0
21,840,40,55,40,0
39.8065,1592.26,40,56,43,1
15.555555555555555,700,45,48,40,0
21.72,868.8,40,38,40,1
23.076833333333333,1384.61,60,61,39,1
8.571428571428571,300,35,25,39,0
20.496000000000002,819.84,40,50,39,0
8.25,313.5,38,47,39,1
15,600,40,25,39,0
17.948666666666668,807.69,45,45,43,0
10.5,420,40,34,34,1
17,680,40,41,32,0
15,600,40,42,41,0
10,400,40,38,39,1
22,880,40,50,40,1
26.745454545454546,1471,55,57,42,1
35.46666666666667,1596,45,55,39,0
14.422999999999998,576.92,40,43,39,0
10,400,40,36,39,1
34.615249999999996,1384.61,40,59,41,1
32,1280,40,54,42,0
26.27,1050.8,40,52,42,1
18,720,40,35,37,0
38.45,1538,40,40,39,1
13,520,40,40,40,0
16,640,40,43,34,0
37.5,1500,40,42,43,0
7.5,262.5,35,33,42,1
14.4,576,40,42,44,1
44.225,1769,40,42,44,0
10,400,40,61,39,0
4.944857142857143,173.07,35,42,40,1
12.5,500,40,51,40,1
16,640,40,31,39,1
8,320,40,56,37,1
10,400,40,26,39,0
35,1400,40,30,44,0
20,1100,55,56,36,0
9,360,40,34,41,1
16.14,807,50,60,45,1
11.5,460,40,39,39,0
12.190000000000001,487.6,40,36,41,1
10,400,40,58,39,0
7.25,253.75,35,49,39,1
8,320,40,56,39,0
12.5,437.5,35,57,39,1
6.888888888888889,310,45,34,33,0
26.25,1050,40,41,41,1
10,400,40,23,40,0
21.825,873,40,33,39,1
11,440,40,29,39,0
8.125,325,40,40,40,1
35,1575,45,47,40,0
16.25,650,40,50,40,0
17,680,40,56,40,1
16.666666666666668,1000,60,21,39,0
23.06,1153,50,52,41,0
8.649999999999999,311.4,36,24,43,1
7.63875,305.55,40,32,39,1
14,560,40,39,36,0
20.428571428571427,715,35,63,39,1
7.211499999999999,288.46,40,36,33,0
10,400,40,33,33,1
18,900,50,61,41,0
17.5,700,40,42,39,0
28.85,1154,40,59,39,1
9,342,38,51,39,1
8,360,45,36,34,0
24.038249999999998,961.53,40,56,39,0
9.722222222222221,350,36,57,39,1
10.3845,415.38,40,35,41,0
9.23075,369.23,40,28,43,1
21.538444444444444,969.23,45,60,44,0
28.825,1153,40,52,43,1
13.0625,522.5,40,53,33,0
11.61111111111111,522.5,45,56,33,1
12.5,600,48,53,39,0
57.8125,2775,48,53,41,0
43.875,1755,40,64,41,0
15,525,35,34,43,1
7.25,290,40,43,39,0
15.454545454545455,850,55,56,39,0
28.845999999999997,1153.84,40,38,43,1
19.23075,769.23,40,35,39,0
21.625,865,40,61,39,1
39.423,1576.92,40,43,44,0
14.422999999999998,576.92,40,43,43,1
14.6,730,50,23,40,0
20.432499999999997,817.3,40,38,43,1
14.422999999999998,576.92,40,38,40,0
28.825,1153,40,55,42,1
9,360,40,37,40,0
26.923000000000002,1346.15,50,43,36,0
12.68,634,50,23,43,1
48.07683333333333,2884.61,60,34,40,1
15,900,60,37,39,0
24.038249999999998,961.53,40,52,44,1
15,600,40,36,39,0
36.0575,1442.3,40,50,43,0
16.825,673,40,50,44,0
16.92,846,50,32,44,0
18.75,750,40,20,39,0
9.76,390.4,40,49,33,1
13,520,40,49,33,0
10,400,40,22,39,0
16.89189189189189,625,37,35,42,1
19.230666666666664,1153.84,60,50,41,1
13.866666666666667,624,45,21,39,1
14.285714285714286,500,35,32,39,0
19,760,40,55,40,1
13.5,540,40,21,40,1
20,800,40,21,39,0
12.5,500,40,29,40,0
24,840,35,24,40,1
19.833333333333332,1785,90,30,43,0
17.85,714,40,34,43,0
12.69225,1015.38,80,48,39,0
12,600,50,17,37,0
10.57,369.95,35,53,42,1
56.25,2250,40,55,43,0
60.075,2403,40,36,44,1
22,880,40,40,43,1
40.85,1634,40,46,44,0
22,880,40,41,44,1
19.225,769,40,23,40,0
11,440,40,21,40,1
20,800,40,23,41,0
17,680,40,59,39,1
17.094,769.23,45,46,43,1
38.461333333333336,1730.76,45,49,44,0
17.751384615384612,1153.84,65,39,40,0
21.538444444444444,969.23,45,41,41,1
20.521428571428572,861.9,42,32,43,0
30.769,1230.76,40,35,44,1
30,1500,50,36,39,0
26.223636363636363,1153.84,44,46,43,0
20,800,40,47,42,1
28.845999999999997,1153.84,40,36,44,1
12.273255813953488,527.75,43,52,42,0
13,520,40,48,40,1
55,2750,50,47,40,0
39.07142857142857,2735,70,29,43,0
15,600,40,52,41,0
11.53825,461.53,40,18,37,0
16.919999999999998,676.8,40,52,40,1
16.25,650,40,34,43,1
10,400,40,46,40,1
13.25,530,40,62,40,1
21.15,846,40,61,45,0
11.68,467.2,40,53,40,1
22.307666666666666,1338.46,60,58,40,0
17.5,787.5,45,52,40,0
14.25,570,40,22,39,0
12.9,516,40,20,39,1
28.845999999999997,1153.84,40,49,43,0
19.225,769,40,26,43,0
17.563636363636363,966,55,46,43,0
19.82,792.8,40,43,40,1
27,1080,40,33,40,0
15.649999999999999,563.4,36,52,40,1
14.580000000000002,583.2,40,39,39,1
12,480,40,44,39,0
15,600,40,24,39,1
14,980,70,24,40,0
7.55,302,40,21,39,1
36.057625,2884.61,80,27,40,0
14,1050,75,24,40,0
27,1080,40,38,39,0
42,1680,40,42,44,1
23.36525,934.61,40,43,43,0
26.666666666666668,1200,45,32,46,1
16,640,40,25,40,1
18,720,40,25,39,0
21.625,865,40,54,39,0
60.075,2403,40,53,43,1
21.72,868.8,40,41,40,1
17.3076,865.38,50,34,43,0
27,972,36,21,42,1
12.6922,634.61,50,27,44,0
19.57775,783.11,40,26,42,1
30.425,1217,40,57,39,0
18.974333333333334,1707.69,90,46,39,1
24.923000000000002,1246.15,50,45,39,0
2e-4,0.01,50,37,46,0
16.483392857142857,923.07,56,25,41,0
15,900,60,36,42,0
39.39393939393939,2600,66,28,40,1
8.65,346,40,33,40,1
15.1,604,40,48,39,1
10,400,40,51,41,1
45.833333333333336,2750,60,45,40,0
25,1000,40,41,43,1
24.85,894.6,36,40,43,0
18.45,738,40,57,39,0
38.45,1538,40,59,39,0
23.504222222222225,1057.69,45,59,41,1
19.7115,788.46,40,56,43,1
10,400,40,38,39,0
22.596,903.84,40,50,44,1
34.1345,1365.38,40,32,43,0
14.137254901960784,721,51,28,39,0
17.948666666666668,807.69,45,37,39,0
19.32,966,50,45,43,0
15.5,620,40,60,40,0
35,1400,40,25,43,0
30.576749999999997,1223.07,40,54,41,0
16.363636363636363,900,55,38,40,0
38.45,1538,40,37,40,1
33.65375,1346.15,40,48,42,0
17,629,37,33,34,0
11.525,461,40,31,40,0
17.185,687.4,40,29,39,1
14,560,40,38,43,0
27.38888888888889,986,36,34,41,1
13.466666666666667,808,60,32,39,0
23.93155555555556,1076.92,45,42,44,1
13.846,553.84,40,38,43,1
18.4615,738.46,40,43,42,0
17.77777777777778,800,45,60,41,0
60.096000000000004,2403.84,40,54,43,1
15.3845,615.38,40,26,43,1
40.888888888888886,1840,45,47,43,1
18.68114285714286,653.84,35,25,43,1
24.472727272727273,1346,55,34,43,0
20.175,807,40,58,43,1
12,480,40,29,40,1
15,600,40,30,37,0
52.44745454545455,2884.61,55,39,43,0
25,1000,40,40,43,1
28.75,1150,40,24,39,0
25,1250,50,53,43,0
8.444444444444445,380,45,23,40,1
27.403750000000002,1096.15,40,24,43,0
51.282000000000004,2307.69,45,56,43,0
16.630000000000003,665.2,40,59,40,1
16.630000000000003,665.2,40,62,40,1
12.975,519,40,60,40,0
37.5,1500,40,52,44,0
15.3845,615.38,40,25,43,1
16.1538,807.69,50,28,43,0
13.942250000000001,557.69,40,35,39,1
14.311162790697674,615.38,43,38,40,0
19.69,787.6,40,29,39,1
57.6922,2884.61,50,45,44,0
22.11525,884.61,40,29,43,1
28.845999999999997,1153.84,40,26,46,1
31.25,1250,40,26,46,0
14.903749999999999,596.15,40,37,39,1
14.903749999999999,596.15,40,47,40,0
18.2,728,40,23,40,0
30,1200,40,54,43,0
15.290000000000001,550.44,36,33,40,1
21,840,40,55,40,0
27,1080,40,59,43,1
50.5,2020,40,58,42,0
48.075,1923,40,55,43,1
21.15375,846.15,40,58,40,0
8.33325,333.33,40,57,43,0
30,1200,40,48,44,0
24.725,989,40,45,41,1
28.130000000000003,1125.2,40,55,40,0
10,400,40,49,40,1
29.582222222222224,1331.2,45,29,44,1
15,600,40,30,40,0
20.19225,807.69,40,64,43,1
9,360,40,24,43,1
21.4,856,40,56,39,0
10.988809523809524,461.53,42,59,43,1
10.971428571428572,384,35,48,40,1
17,680,40,27,43,1
32,1280,40,26,43,0
19.57775,783.11,40,29,39,1
16.25,650,40,33,43,0
43.269,1730.76,40,44,40,1
32,1280,40,25,43,0
11.868,415.38,35,25,43,1
11.525,461,40,37,40,1
13,520,40,48,40,1
7.55,302,40,21,40,1
13.5,540,40,51,39,0
10,350,35,38,39,1
17.5,700,40,24,39,0
27.765,999.54,36,28,43,1
23.91,860.76,36,22,43,0
16.5,990,60,51,39,0
19.7,788,40,58,43,1
8.5,340,40,41,39,1
11.25,450,40,28,39,0
15.830000000000002,633.2,40,28,43,1
15,600,40,41,43,0
38.7155,1548.62,40,31,39,0
10,400,40,33,41,1
8.012708333333334,384.61,48,60,39,0
26.439999999999998,1189.8,45,26,43,0
32.2,1288,40,25,43,1
13,520,40,22,39,0
11.35,454,40,22,34,0
10,400,40,56,39,0
10,400,40,60,39,0
7.394499999999999,295.78,40,28,37,0
14,518,37,49,40,1
20.625,825,40,55,39,1
72.11525,2884.61,40,23,40,0
9,360,40,26,39,1
19,760,40,61,39,1
12,480,40,39,39,0
14.375,575,40,28,39,1
15.5,620,40,43,40,0
8.5,340,40,45,40,1
16.5384,826.92,50,28,43,0
5,200,40,18,38,1
9.34,373.6,40,51,41,1
19.825,793,40,51,40,1
28.825,1153,40,31,43,0
15.830000000000002,633.2,40,29,43,1
15.75,630,40,61,39,1
41.825,1673,40,52,41,0
12,480,40,20,39,0
4.583333333333333,275,60,46,43,1
51.453250000000004,2058.13,40,55,44,1
43.589555555555556,1961.53,45,53,44,0
16,640,40,21,40,1
50.48075,2019.23,40,57,44,0
32,1280,40,33,43,0
7.25,290,40,40,39,0
13.942250000000001,557.69,40,51,39,0
16.25,650,40,34,42,0
24.038249999999998,961.53,40,47,40,0
23,920,40,35,42,1
24.519,980.76,40,45,43,0
25.47,1018.8,40,61,43,1
31.538400000000003,1576.92,50,56,42,0
13.75,550,40,27,33,0
10.1,505,50,29,33,0
15.52095238095238,651.88,42,46,43,1
19.21,768.4,40,52,39,1
12,480,40,37,39,0
40.85,1634,40,40,44,0
24.025,961,40,41,44,1
30.90909090909091,1700,55,38,43,0
12.019,480.76,40,33,39,1
15.5,620,40,39,40,0
19.22222222222222,865,45,64,40,0
20.625,825,40,62,40,1
18.5,740,40,29,40,0
12,480,40,26,40,0
57.6922,2884.61,50,53,43,0
37.98075,1519.23,40,49,40,1
19,760,40,46,39,0
13.85,554,40,34,40,0
23.55,942,40,34,43,0
14.903749999999999,596.15,40,44,41,1
38.44444444444444,1730,45,43,43,0
28.825,1153,40,35,43,1
26,1040,40,62,39,0
15,690,46,44,39,0
15.899999999999999,588.3,37,51,39,1
12,720,60,25,39,0
19.25722222222222,693.26,36,63,39,1
12,480,40,40,39,0
17.05,682,40,58,41,1
17.5,700,40,22,40,1
17.5,700,40,26,43,1
11.666666666666666,700,60,29,42,0
22.5,900,40,30,39,0
42.735,1538.46,36,45,44,1
28.845999999999997,1153.84,40,49,44,0
12.5,500,40,19,39,0
12,480,40,31,43,0
57.6922,2884.61,50,50,43,1
40.3846,2019.23,50,51,43,0
16,800,50,45,40,1
23.9,1673,70,57,39,0
32.69225,1307.69,40,42,39,0
14.4,576,40,43,43,1
10.555555555555555,475,45,19,39,0
40.15,1606,40,36,43,0
49.03825,1961.53,40,36,43,1
21,840,40,39,39,0
15,600,40,49,39,1
24.038249999999998,961.53,40,25,43,0
27.5,1375,50,47,40,0
14.52,551.76,38,53,40,1
33.65383333333333,2019.23,60,59,42,0
51.282000000000004,2307.69,45,46,43,0
10,400,40,31,39,0
13.461500000000001,538.46,40,36,40,1
19.7,788,40,58,44,1
17.62816666666667,1057.69,60,43,43,1
24.025,961,40,40,43,1
23.557499999999997,942.3,40,52,44,1
52.8845,2115.38,40,46,44,0
9.230571428571428,323.07,35,29,44,1
12.5,500,40,23,44,1
38.4615,1538.46,40,45,43,0
35,1400,40,26,43,0
9.61525,384.61,40,56,35,1
28.845999999999997,1153.84,40,48,43,1
19.230666666666668,865.38,45,55,42,0
11.53825,461.53,40,39,42,1
17.5,700,40,53,36,0
15,600,40,52,39,1
15,600,40,43,44,1
43.577777777777776,1961,45,44,44,0
14,560,40,21,34,0
11.25,450,40,58,39,0
18,720,40,38,44,1
8,320,40,19,39,1
52.5,2100,40,42,39,0
12.019,480.76,40,30,40,0
12.019,480.76,40,25,42,1
12.5,500,40,43,43,1
23.53,1129.44,48,25,39,0
21,840,40,50,39,1
14.933333333333334,672,45,28,41,1
13,520,40,61,39,0
13,520,40,58,43,1
15,600,40,44,39,0
15.02,600.8,40,42,41,1
62.5,2500,40,64,43,0
19.7,788,40,63,43,1
28.825,1153,40,39,44,1
15,600,40,37,45,0
15.375,615,40,30,44,1
16.35,654,40,60,39,1
13.5,540,40,46,39,0
14.4,576,40,54,39,0
11,440,40,50,39,1
16.32,652.8,40,46,39,1
41.82675,1673.07,40,36,39,0
32.2115,1288.46,40,33,44,1
43.875,1755,40,58,39,0
15,600,40,58,39,1
21.6345,865.38,40,61,43,0
17.032857142857143,596.15,35,61,39,1
34.6,1384,40,43,43,0
15,600,40,48,43,1
19,760,40,49,40,0
21.625,865,40,61,44,0
14.422999999999998,576.92,40,29,42,1
18,720,40,31,39,0
31.25,1250,40,31,39,0
46.14,2307,50,56,43,0
17.75,639,36,33,44,0
17.5,700,40,33,44,1
21.1,844,40,32,43,0
15.372499999999999,614.9,40,50,39,1
13,520,40,52,43,1
16.4875,659.5,40,34,41,1
21,840,40,49,39,1
33.65,1346,40,48,39,0
34.615249999999996,1384.61,40,49,44,0
26.262444444444444,1181.81,45,49,44,1
12,480,40,40,40,0
21.36733333333333,961.53,45,27,43,0
34.35,1511.4,44,35,40,1
39.65,1586,40,58,43,0
10.566666666666666,634,60,28,46,0
15.375,615,40,27,44,1
28.825,1153,40,51,43,1
15,900,60,53,41,0
9.8,352.8,36,20,39,1
51.45,2058,40,55,43,1
35,1400,40,27,43,0
12.857142857142858,900,70,50,42,0
15,600,40,47,39,1
12.98075,519.23,40,22,39,0
27,1080,40,28,39,0
12,480,40,25,39,1
20,700,35,38,39,0
34.6,1384,40,31,39,0
14.8,592,40,61,39,1
12.975,519,40,57,39,0
22.02781818181818,1211.53,55,33,44,1
