wage,earnwke,uhours,age,educ,female
21.6345,865.38,40,48,41,1
36.0575,1442.3,40,50,38,0
15.015,720.72,48,25,39,0
13.15,526,40,22,40,1
35.502923076923075,2307.69,65,60,45,0
15,600,40,30,43,0
2.875,115,40,34,40,0
31.25,1250,40,62,42,1
19.225,769,40,58,39,0
16.599999999999998,630.8,38,25,39,1
21.55,862,40,19,39,0
9,360,40,32,39,1
20,800,40,47,39,0
41.20871428571429,2884.61,70,56,40,0
10.909090909090908,480,44,27,34,0
44.37861538461539,2884.61,65,37,39,0
12.5,500,40,41,42,1
31.818181818181817,1750,55,48,39,0
27.3076,1365.38,50,52,43,0
17.8,712,40,52,39,0
12,480,40,50,36,1
8,320,40,21,39,0
8.25,330,40,18,39,0
10.472727272727273,576,55,18,39,0
9.615208333333333,461.53,48,31,38,0
10,400,40,37,39,1
9.5,380,40,34,37,0
22.372999999999998,894.92,40,53,45,0
25,1000,40,56,43,1
13.8,552,40,47,39,1
23.075,923,40,42,43,1
23.75,950,40,34,43,0
44.7115,1788.46,40,47,43,0
25,950,38,61,39,1
23.272727272727273,1280,55,61,43,0
9.6,336,35,59,39,1
24,960,40,55,37,0
7.5,300,40,34,43,0
13.45,538,40,27,35,0
27,1080,40,61,40,0
9,360,40,40,42,1
15,600,40,41,43,0
23.07675,923.07,40,39,43,1
9.5,380,40,53,41,1
57.6922,2884.61,50,45,43,0
20,800,40,51,40,0
24,960,40,52,39,0
8.846,442.3,50,40,43,0
41.82675,1673.07,40,35,42,1
14.6152,730.76,50,43,40,0
28.825,1153,40,56,44,0
14.150943396226415,750,53,47,43,0
10.416666666666666,500,48,44,37,1
9.3,372,40,30,40,1
23.75,950,40,33,43,0
40.85,1634,40,49,44,1
24.038333333333334,865.38,36,26,43,1
18.269,730.76,40,53,41,1
34.6152,1730.76,50,34,43,0
30.7692,1538.46,50,28,43,1
8.25,330,40,31,35,1
8.5,340,40,32,39,0
9.105263157894736,346,38,50,43,1
14.422999999999998,576.92,40,34,40,1
25,1250,50,31,44,1
57.6922,2884.61,50,32,43,0
32.05111111111111,1442.3,45,29,43,0
34.615249999999996,1384.61,40,43,43,0
13,520,40,42,39,0
36.0575,1442.3,40,36,46,1
40.865249999999996,1634.61,40,35,44,0
72.11525,2884.61,40,57,44,1
63.18657142857143,2211.53,35,51,44,0
21.599999999999998,1036.8,48,34,43,0
13,520,40,49,32,1
10,400,40,23,39,1
14.4,576,40,35,40,0
10,400,40,35,39,1
72.11525,2884.61,40,44,43,1
9.6,384,40,51,37,1
7.25,290,40,17,36,1
32.05,1923,60,36,44,0
14.4,576,40,24,43,1
13,520,40,28,40,0
40,1600,40,26,43,1
15,600,40,35,39,1
18.269,730.76,40,26,43,1
17.3076,865.38,50,23,43,0
19.230666666666668,865.38,45,25,43,0
15.555555555555555,700,45,26,43,0
48.07675,1923.07,40,55,45,1
18.25,730,40,28,44,1
31.25,1250,40,57,39,1
27,1080,40,63,39,0
25.3845,1015.38,40,27,40,0
8.25,330,40,25,43,0
10,400,40,57,41,0
12,480,40,58,43,1
19.525,781,40,48,32,0
8.5,340,40,27,39,0
13,520,40,64,34,1
19.23075,769.23,40,32,40,0
36.0575,1442.3,40,49,44,0
20.913249999999998,836.53,40,24,43,0
13.221,528.84,40,25,43,1
19.23075,769.23,40,26,43,0
18.27,730.8,40,52,40,1
9,360,40,22,41,1
38.4614,1923.07,50,60,40,1
23.71783333333333,1423.07,60,45,44,0
38.4615,2307.69,60,59,46,0
13.75,550,40,29,39,0
11,440,40,25,39,1
13,520,40,27,39,1
21.625,865,40,56,44,0
10.121621621621621,374.5,37,49,31,1
15,600,40,27,35,1
21.428571428571427,1200,56,30,46,0
12.5,500,40,53,39,1
17.34,693.6,40,40,43,1
10.277777777777779,370,36,42,40,0
44.7,1788,40,49,45,0
44.7,1788,40,35,44,0
13.2,528,40,33,45,1
21.25,850,40,37,44,0
36.0575,1442.3,40,31,44,1
27.95,1118,40,53,39,0
25,1000,40,62,43,1
29.914444444444445,1346.15,45,24,43,0
64.08888888888889,2884,45,59,44,0
9,360,40,25,35,0
9,360,40,34,35,0
20,800,40,57,44,1
9,360,40,42,39,1
38.461333333333336,1730.76,45,53,44,0
12,420,35,59,43,1
16.25,650,40,31,40,1
20.228749999999998,809.15,40,37,42,1
15.383333333333333,923,60,53,44,0
48.075,1923,40,50,44,1
18.27,730.8,40,42,41,1
10,400,40,24,40,0
9,342,38,22,40,0
18.75,750,40,37,44,1
13,520,40,36,41,1
21.6345,865.38,40,57,43,0
28.845999999999997,1153.84,40,52,44,1
48.07683333333333,2884.61,60,61,43,0
12.98075,519.23,40,56,39,0
28.46,1423,50,41,39,0
8,320,40,22,39,0
72.11525,2884.61,40,60,46,0
31.31857142857143,1096.15,35,50,44,1
23.0768,1153.84,50,27,46,1
37.5,1500,40,52,42,0
17.34,693.6,40,50,43,1
12.5,500,40,40,43,0
28.67127272727273,1576.92,55,37,41,0
38.11181818181819,2096.15,55,52,44,0
52.8845,2115.38,40,61,43,0
24.2306,1211.53,50,29,44,1
38.4614,1923.07,50,58,44,0
48.07675,1923.07,40,56,44,1
11.954054054054055,442.3,37,30,42,1
15.3845,615.38,40,29,39,0
12.5,500,40,62,43,1
23.75,950,40,25,43,0
11,440,40,32,39,0
36.31111111111111,1634,45,44,43,1
22.644444444444446,1019,45,44,44,0
7.5,300,40,39,43,1
57.6922,2884.61,50,63,40,0
30.769,1230.76,40,42,43,0
21.625,865,40,55,39,0
77.96243243243244,2884.61,37,46,43,1
28.5255,1711.53,60,46,37,0
14,560,40,27,43,1
16,640,40,37,40,0
34.188,1538.46,45,52,41,0
14.4,576,40,46,43,0
40.05555555555556,1442,36,46,43,1
24,960,40,30,43,1
25.7692,1288.46,50,26,43,0
8.5,425,50,43,43,0
19,760,40,42,39,0
12,480,40,38,39,1
12.5,500,40,45,39,0
9.5,380,40,44,39,1
48.07675,1923.07,40,28,39,0
27.472285714285714,961.53,35,27,43,1
11.518987341772151,910,79,30,39,0
20,800,40,47,40,0
12.5,500,40,45,40,1
2.85,114,40,22,40,0
29.795454545454547,1311,44,44,39,0
50,2500,50,63,43,1
26.44225,1057.69,40,45,40,0
10,400,40,39,36,1
10,400,40,20,41,0
27.027027027027028,1000,37,50,43,1
24.038249999999998,961.53,40,64,43,0
20.085333333333335,903.84,45,44,39,0
16.82675,673.07,40,34,42,0
8.653749999999999,346.15,40,35,42,1
40.85,1634,40,45,45,0
36.05,1442,40,41,44,1
11.5,517.5,45,33,40,0
10,400,40,64,32,0
20,800,40,64,45,1
57.6922,2884.61,50,52,44,0
36,1440,40,58,39,0
19.23075,769.23,40,29,41,1
28.845999999999997,1153.84,40,42,41,0
11,440,40,27,39,0
12.5,750,60,46,39,0
8.151428571428571,342.36,42,56,40,1
16.810714285714283,706.05,42,59,39,0
28.825,1153,40,28,40,0
35.897333333333336,1615.38,45,55,40,0
36.538444444444444,1644.23,45,43,40,0
35.04266666666667,1576.92,45,40,44,1
19.23075,769.23,40,43,39,0
40.865249999999996,1634.61,40,64,45,0
38.98108108108108,1442.3,37,58,41,1
36.05,1442,40,64,45,1
30.7692,1538.46,50,60,43,0
11.53825,461.53,40,38,39,1
25.95,1038,40,37,43,0
21,756,36,33,43,1
48.07683333333333,2884.61,60,36,44,0
72.11525,2884.61,40,36,43,1
7.602790697674419,326.92,43,45,40,0
55.288250000000005,2211.53,40,56,43,1
36.05,1442,40,41,43,0
17.775,711,40,46,44,0
19.23075,769.23,40,41,40,1
8.653749999999999,346.15,40,30,40,1
19.225,769,40,62,40,1
9.75,390,40,31,40,0
9,360,40,34,41,0
13.75,550,40,32,39,0
25,1250,50,34,39,1
17.45,698,40,42,35,1
40.865249999999996,1634.61,40,43,46,1
8.45,295.75,35,47,39,1
11,440,40,58,39,1
10,400,40,41,39,1
8.25,330,40,22,39,0
9.442857142857141,528.8,56,19,37,0
8.75,350,40,21,39,1
8.392857142857142,470,56,40,39,1
10,400,40,51,39,0
38.46,1923,50,35,43,0
16.666666666666668,1000,60,28,44,1
8,400,50,28,39,0
10,400,40,50,39,1
10,400,40,55,32,0
17.5,700,40,36,43,1
21.6345,865.38,40,57,43,1
14,560,40,33,39,0
42.72222222222222,1538,36,33,43,1
56.25,2250,40,55,43,0
11,440,40,26,39,0
9.5,380,40,51,39,0
8.75,315,36,51,39,1
21,756,36,50,39,1
28.461399999999998,1423.07,50,52,39,0
18.5,740,40,36,39,0
12.75,510,40,23,39,1
10,400,40,34,43,1
13.88888888888889,500,36,52,39,1
38.45,1538,40,50,40,0
72.11525,2884.61,40,45,44,0
38.4615,1538.46,40,57,43,0
16.82675,673.07,40,26,43,0
19.225,769,40,38,39,1
40.7692,2038.46,50,60,43,1
24.038249999999998,961.53,40,44,40,0
23.075,923,40,60,39,0
10.65,426,40,52,40,1
19.471,778.84,40,47,40,1
38.4614,1923.07,50,51,43,0
72.11525,2884.61,40,47,43,1
44.87166666666667,2692.3,60,43,42,0
18.5,740,40,48,39,0
42.6922,2134.61,50,43,44,0
19.225,769,40,34,41,0
25,875,35,41,39,1
57.69225,2307.69,40,56,44,0
12,720,60,53,40,0
13.5,486,36,23,39,0
15.5625,622.5,40,38,42,1
8.36525,334.61,40,62,43,1
27.6922,1384.61,50,62,43,0
23,1150,50,43,39,0
22.22222222222222,800,36,37,41,1
15,600,40,43,39,1
14,560,40,18,39,1
10,400,40,23,39,1
22.1,884,40,33,39,0
45,2160,48,58,39,0
13,520,40,58,42,1
32.2115,1288.46,40,42,39,1
42.3075,1692.3,40,50,43,0
10,400,40,46,39,1
9,360,40,29,39,1
13.65,546,40,56,39,1
4.195636363636363,230.76,55,30,43,0
39.31622222222222,1769.23,45,45,43,0
48.076800000000006,2403.84,50,60,44,0
8.7,348,40,51,39,1
17.3,692,40,64,39,1
9,360,40,39,39,1
10,400,40,50,39,0
24.038249999999998,961.53,40,42,40,0
24.038249999999998,961.53,40,40,43,1
22,770,35,31,39,1
11.18,447.2,40,40,40,1
16.1,644,40,45,39,1
20,800,40,26,39,0
17.528333333333332,841.36,48,41,40,1
18.88888888888889,850,45,42,39,0
26.61904761904762,1118,42,48,43,1
14.4,720,50,45,40,0
17.29,691.6,40,31,40,1
10.5,420,40,40,34,1
10,400,40,38,41,1
20,800,40,43,39,0
40.064,2403.84,60,58,46,0
46.15375,1846.15,40,56,43,1
38.461333333333336,1730.76,45,55,39,0
15.75,630,40,34,38,0
41.6,2080,50,61,43,1
28.461399999999998,1423.07,50,63,44,0
17,850,50,44,40,0
10.95,438,40,22,39,0
6.867999999999999,480.76,70,27,44,0
6.867999999999999,480.76,70,30,44,1
40.85,1634,40,50,44,1
23.075,923,40,56,39,0
18.25,730,40,21,43,1
10,390,39,42,39,0
22.564,1015.38,45,27,45,1
27.99,1119.6,40,56,43,0
11.539473684210526,438.5,38,49,40,1
29.326749999999997,1173.07,40,52,44,0
26.5,1060,40,52,43,1
11,440,40,22,40,1
19.7,689.5,35,58,39,1
10.85,434,40,59,39,1
19,798,42,26,43,0
18.5,740,40,37,41,0
57.6922,2884.61,50,39,44,0
28.46153846153846,1850,65,51,43,0
31.35445652173913,2884.61,92,50,43,1
41.825,1673,40,37,40,1
13.25,530,40,52,40,1
19.225,769,40,30,44,0
16.85,758.25,45,26,44,1
17.7,672.6,38,60,39,0
25.1125,1004.5,40,42,42,1
27.95,1118,40,45,40,0
29.807499999999997,1192.3,40,33,43,1
9.6,336,35,59,39,1
17.5,700,40,27,40,1
27.5,1100,40,50,39,0
18.594594594594593,688,37,37,40,1
19.23075,769.23,40,55,43,0
11.25,450,40,57,39,1
9.2,386.4,42,54,39,1
17,680,40,53,40,0
32.2,1288,40,50,40,1
19.2306,961.53,50,49,43,0
10.440000000000001,417.6,40,32,41,1
9.5,351.5,37,53,39,1
19.23075,769.23,40,61,44,1
52.44745454545455,2884.61,55,60,45,0
18.75,750,40,51,39,0
12.45,498,40,30,39,0
17,680,40,61,39,0
17.55,702,40,47,44,1
24,960,40,37,40,0
16.82675,673.07,40,57,43,1
15.157894736842104,576,38,32,39,0
13.75,550,40,52,40,0
8.571428571428571,600,70,51,43,1
48.07675,1923.07,40,43,44,0
14.125,565,40,38,39,1
19,760,40,37,43,0
13.469999999999999,538.8,40,58,34,0
11.53825,461.53,40,30,43,1
11.5,460,40,47,40,1
30.75,1230,40,54,43,0
27.5875,1103.5,40,44,44,1
44.7915,1791.66,40,47,39,0
34.615249999999996,1384.61,40,34,45,1
57.6922,2884.61,50,46,44,0
29.58576923076923,1538.46,52,58,34,0
28.845999999999997,1153.84,40,58,39,1
8.65,346,40,45,40,1
21.6345,865.38,40,28,43,1
13,520,40,29,42,0
40.85,1634,40,36,45,1
26.2,2096,80,36,43,0
23.4,936,40,42,40,0
15,600,40,40,41,1
26.9,1076,40,47,34,0
28.461399999999998,1423.07,50,34,40,0
15.3845,615.38,40,32,43,0
48.06,2403,50,59,44,0
23.75,950,40,49,40,1
24.038249999999998,961.53,40,38,42,0
26.5,954,36,34,42,1
52.44745454545455,2884.61,55,51,46,0
20.673,826.92,40,51,43,1
14,560,40,44,42,1
28.845999999999997,1153.84,40,45,43,0
21,840,40,47,43,0
20,800,40,52,42,1
14,560,40,30,39,0
13,520,40,59,39,1
20,800,40,43,36,0
15.238095238095237,640,42,41,41,1
24,960,40,49,39,0
28,1120,40,57,40,0
24,960,40,57,41,1
19.831521739130434,912.25,46,37,39,0
16.5,660,40,34,42,1
23.4,936,40,53,41,0
45.65,1826,40,48,39,0
27.575,1103,40,47,44,1
15,600,40,47,39,1
14.903749999999999,596.15,40,43,38,0
14.125,565,40,41,39,1
15.105,604.2,40,45,39,1
30,1200,40,59,39,0
20.19225,807.69,40,46,35,0
16.666666666666668,1000,60,53,43,0
48.075,1923,40,51,44,1
20,800,40,44,39,0
15.3845,615.38,40,52,43,0
22.11525,884.61,40,53,43,1
16.666666666666668,750,45,52,39,1
14.125,565,40,49,42,1
24.025,961,40,49,42,0
25.95,1038,40,36,39,0
10,400,40,48,39,1
21.27659574468085,1000,47,53,39,1
17.77777777777778,800,45,57,39,0
19.954,798.16,40,54,39,1
13.75,550,40,58,40,1
12.75,446.25,35,61,39,1
19.866666666666667,1192,60,63,39,0
20,800,40,39,39,0
28,1120,40,57,39,1
9.166666666666666,550,60,58,39,0
18.269,730.76,40,57,39,1
15.63,625.2,40,42,39,0
32.2,1288,40,37,39,1
34.32857142857143,2403,70,59,43,0
14.5,580,40,52,40,1
24.4,1220,50,49,39,0
24.038249999999998,961.53,40,38,44,0
12,480,40,51,34,1
19.444444444444443,700,36,44,42,1
10,380,38,31,40,0
10.75,430,40,48,39,0
10,400,40,32,39,0
21.672727272727272,1192,55,59,40,0
25,1250,50,54,39,1
18.5,740,40,45,40,0
12.5,500,40,19,39,0
25.156,1257.8,50,52,39,1
8.35,334,40,62,43,1
10,400,40,62,39,0
16.825,673,40,63,39,1
30,1200,40,43,40,0
26.425,1057,40,49,40,0
20,800,40,31,39,0
36.05,1442,40,31,43,1
15.105,604.2,40,45,42,1
10.38,519,50,48,43,1
10.440000000000001,417.6,40,32,40,1
13,520,40,55,42,1
20.19225,807.69,40,61,40,0
31.25,1125,36,25,42,1
20.175,807,40,63,40,0
13.25,530,40,42,39,1
7.270833333333333,523.5,72,30,42,0
26.9,1076,40,49,37,0
23.4,936,40,52,39,0
36.05,1442,40,43,43,0
10.5,420,40,25,43,1
17,680,40,57,39,0
28,1120,40,56,39,1
15.3845,615.38,40,28,43,1
10,600,60,45,39,0
9,450,50,49,39,1
9.45,378,40,28,39,0
19.57,782.8,40,36,39,1
28.825,1153,40,44,44,0
20.65,826,40,42,43,1
11.55,462,40,27,39,1
17.0625,682.5,40,57,41,0
20,800,40,33,39,1
20.775555555555556,934.9,45,34,37,0
16.5,660,40,39,41,1
15,600,40,30,41,1
8.25,330,40,30,44,0
14.422999999999998,576.92,40,56,41,1
25,1000,40,58,41,1
23,805,35,30,39,1
12,480,40,23,40,1
49.519,1980.76,40,47,42,0
9.25,323.75,35,45,40,1
16.158,646.32,40,44,41,0
39,1560,40,54,40,0
19,760,40,43,43,0
20.65,826,40,39,43,1
15,600,40,25,39,1
9.6,384,40,23,39,0
9.3,372,40,22,31,0
12,432,36,25,31,0
10.35,414,40,31,31,0
9,315,35,37,39,1
19,760,40,39,43,0
17.121111111111112,770.45,45,52,39,0
22.5,900,40,52,40,1
32.2,1288,40,45,39,1
15.3845,615.38,40,61,40,1
15,600,40,42,40,0
14.566666666666666,655.5,45,40,42,1
17.5,700,40,38,43,1
27.272727272727273,1500,55,58,44,0
12.666666666666666,760,60,21,39,0
19,760,40,22,39,1
23.11111111111111,1040,45,35,42,0
17,680,40,24,40,0
18,720,40,24,39,0
30.76,1538,50,64,39,0
19,760,40,44,37,0
18,810,45,41,41,1
18.131714285714285,634.61,35,48,43,1
24.5,980,40,42,39,0
16.1,644,40,43,39,1
2.85,114,40,21,39,0
20,800,40,64,43,1
13,520,40,31,42,1
9,360,40,26,40,1
16.19,809.5,50,32,40,0
9.6,384,40,23,40,0
29.8,1192,40,25,43,1
15,600,40,45,40,0
12.5,500,40,22,40,0
36,1368,38,41,44,0
33.65,1346,40,45,42,1
27.597500000000004,1103.9,40,47,39,0
38.4615,1538.46,40,57,40,0
21.6345,865.38,40,51,42,1
11,440,40,54,39,0
22,880,40,58,39,1
10,400,40,24,43,0
40,1600,40,60,41,1
6.25,250,40,36,36,0
11,440,40,27,40,1
9.875,395,40,27,36,1
11,440,40,48,39,0
17.944444444444443,807.5,45,39,39,0
18.2,819,45,59,43,1
24,960,40,24,43,1
13,520,40,37,39,0
18.46,923,50,29,40,0
16.82675,673.07,40,43,43,1
25,1250,50,33,44,1
9.8,392,40,43,39,1
12,480,40,48,41,0
34.86666666666667,1673.6,48,50,42,0
9.61525,384.61,40,20,40,1
9.5,380,40,46,42,0
28,1120,40,59,43,0
16.825,673,40,58,41,1
38.45,1538,40,53,42,0
10.5,420,40,22,42,1
13.9,556,40,22,39,0
16.818181818181817,740,44,50,39,0
8,320,40,22,37,1
27.77777777777778,1250,45,61,43,0
18,720,40,24,39,0
7.5,300,40,27,43,1
9.23075,369.23,40,51,41,1
10.76923076923077,700,65,51,43,0
9.523714285714286,333.33,35,52,43,1
40,1600,40,53,39,0
20,1000,50,35,44,0
17.05,852.5,50,33,43,1
13.461500000000001,807.69,60,64,40,0
8.5,340,40,56,39,1
22.2,888,40,57,39,0
12.816666666666666,769,60,22,39,1
12.45945945945946,461,37,37,41,1
36,1728,48,50,39,0
5,200,40,32,34,0
16,640,40,33,40,0
10,400,40,35,39,1
12,480,40,35,41,0
11,440,40,54,42,1
28,1120,40,32,39,0
25,1000,40,47,44,0
30.7692,1538.46,50,43,43,0
10,360,36,29,46,0
28,1120,40,28,46,0
72.11525,2884.61,40,37,43,0
10,400,40,23,40,1
23.0768,1153.84,50,59,43,0
64.10244444444444,2884.61,45,39,42,0
24.025,961,40,53,40,0
25.3846,1269.23,50,57,40,0
16.1,644,40,41,41,1
12.675,507,40,33,39,1
11.08,443.2,40,60,40,1
20,800,40,56,39,0
18.1,724,40,42,43,0
23.333333333333332,840,36,39,41,1
23.65375,946.15,40,40,44,1
16,640,40,55,43,1
12.727272727272727,700,55,62,41,0
13,520,40,62,40,1
11.05,442,40,25,39,0
23.75,831.25,35,60,39,0
57.6922,2884.61,50,52,43,0
57.6922,2884.61,50,39,45,1
21.9375,877.5,40,55,39,0
18.58966666666667,1115.38,60,50,44,1
36.0575,1442.3,40,39,41,0
33.65375,1346.15,40,39,42,1
14,560,40,28,39,0
27.597500000000004,1103.9,40,46,41,0
10.5,420,40,24,39,0
10.5,420,40,21,39,1
39.56725,1582.69,40,59,43,1
17.7,708,40,59,39,0
64.10244444444444,2884.61,45,35,45,0
40.865249999999996,1634.61,40,52,43,1
55.5,2220,40,55,43,0
11.08,443.2,40,55,39,1
10.75,430,40,56,41,0
10,400,40,49,39,1
31.52,1576,50,50,39,0
19,760,40,21,39,1
20.419999999999998,816.8,40,33,41,1
27.5,1100,40,28,39,0
18.25,730,40,24,43,1
19.230555555555554,692.3,36,35,40,0
16.82675,673.07,40,33,42,1
34.17777777777778,1538,45,38,39,1
17.77777777777778,800,45,39,39,0
46.79483333333334,2807.69,60,37,43,0
20.19225,807.69,40,60,41,1
13,481,37,62,39,0
20.19225,807.69,40,57,40,1
33.65375,1346.15,40,37,43,0
19.43075,777.23,40,58,43,0
15.5,620,40,58,43,1
15,600,40,53,39,0
12,480,40,37,40,0
10,400,40,36,40,1
15.375,615,40,37,43,0
46.15,1846,40,57,43,1
10,400,40,21,39,1
23.5,940,40,37,39,1
24.5,980,40,45,41,0
9.75,380.25,39,40,39,0
23.0768,1153.84,50,56,43,0
23.195555555555554,1043.8,45,42,43,0
23.0768,1153.84,50,42,43,0
16.826875,807.69,48,40,43,1
23.07675,923.07,40,58,40,0
30.288249999999998,1211.53,40,57,43,0
38.4614,1923.07,50,54,44,1
16.85,674,40,61,39,1
18,900,50,36,40,0
19,760,40,44,43,0
13,520,40,32,40,1
30.666666666666668,1380,45,44,39,0
20,800,40,30,43,1
28.5,1140,40,61,40,0
28.5,1140,40,52,43,1
29.010857142857144,1015.38,35,29,44,1
11.55,462,40,32,40,1
8,320,40,62,31,0
28.3,1132,40,48,41,0
48.07683333333333,2884.61,60,46,43,1
35.3846,1769.23,50,53,46,0
4.03825,161.53,40,51,43,1
8.875692307692306,576.92,65,26,44,0
17,680,40,36,33,0
55.5,2220,40,57,44,0
38.846,1942.3,50,40,43,0
35.027027027027025,1296,37,51,43,1
30.288249999999998,1211.53,40,64,43,0
22,792,36,22,43,1
21.6345,865.38,40,22,43,1
44.7,1788,40,50,43,0
26.9,1076,40,49,43,1
25.640888888888888,1153.84,45,47,44,1
25.9615,1038.46,40,39,40,0
20.19225,807.69,40,52,43,1
12,456,38,43,39,0
18.172558139534882,781.42,43,61,39,0
26.25,1050,40,62,39,1
24.038249999999998,961.53,40,60,43,0
13.942250000000001,557.69,40,58,39,1
17.094,769.23,45,42,40,0
21.225,849,40,53,42,1
10.75,430,40,55,39,0
48.075,1923,40,29,39,0
44.7,1788,40,50,44,0
9.5,380,40,61,43,1
30.364210526315787,1153.84,38,49,43,0
13.780000000000001,551.2,40,46,42,1
13.06,653,50,63,43,1
17.52,700.8,40,28,40,1
27.5,1100,40,41,43,0
15,750,50,41,43,1
14.99,599.6,40,47,41,1
8,280,35,19,39,1
49.75555555555556,1791.2,36,38,42,0
12,480,40,24,39,0
11,385,35,22,39,0
7.25,290,40,55,39,0
12.05,433.8,36,43,39,1
23.0768,1153.84,50,54,40,0
28.444444444444443,1280,45,55,40,1
11.5,460,40,43,40,0
11,440,40,23,39,0
26.923000000000002,1346.15,50,38,44,0
27.9,1116,40,56,39,0
10.5,420,40,20,40,1
55.288250000000005,2211.53,40,48,43,0
44.7,1788,40,38,45,0
25.520833333333332,918.75,36,28,43,1
14.25,570,40,61,39,1
18.4615,738.46,40,41,39,1
15.5,620,40,55,43,1
23.07675,923.07,40,38,40,1
12.6,504,40,58,39,0
14.422999999999998,576.92,40,30,41,0
15.02,600.8,40,31,39,0
11.238249999999999,449.53,40,32,39,1
13,520,40,21,42,1
45.785714285714285,1923,42,55,40,0
30,1350,45,54,44,1
10.384500000000001,623.07,60,30,43,0
8,320,40,32,43,1
44.7,1788,40,36,45,0
44.7115,1788.46,40,45,43,0
8.7,348,40,42,42,1
8.3,332,40,19,40,1
14.422999999999998,576.92,40,52,41,1
28.75,1150,40,43,40,0
14,560,40,57,39,0
2.4038461538461537,125,52,38,43,1
16.666666666666668,1200,72,44,44,0
24,960,40,58,41,0
11.08,443.2,40,56,39,1
27.9,1116,40,55,40,0
18.53,741.2,40,54,38,0
15,600,40,31,39,0
10,400,40,29,39,1
24,960,40,50,41,0
21,840,40,49,40,1
16.5,825,50,22,40,0
9.6,355.2,37,63,42,1
24.025,961,40,57,40,1
37.5,1500,40,41,39,0
64.10244444444444,2884.61,45,57,46,0
49.382666666666665,2222.22,45,61,43,1
24.038249999999998,961.53,40,31,43,1
12.5,500,40,31,40,1
60.9375,2437.5,40,30,46,1
12.5,562.5,45,24,38,0
23.65,946,40,43,43,1
28.571428571428573,1000,35,64,40,1
20,800,40,41,40,0
21.6345,865.38,40,56,43,1
8,320,40,21,39,1
14,980,70,40,37,1
13.5,472.5,35,18,39,0
21.225749999999998,849.03,40,49,40,1
8.5,340,40,40,43,1
27.6922,1384.61,50,54,41,1
20,800,40,54,39,0
19.189999999999998,863.55,45,57,39,0
9.09,363.6,40,56,39,1
12.975,519,40,63,39,0
21.625,865,40,51,39,1
57.6922,2884.61,50,43,43,0
11,440,40,44,39,0
21,840,40,45,39,1
28.845999999999997,1153.84,40,54,43,0
25,1000,40,33,44,1
17.5,700,40,50,39,1
20,800,40,53,40,0
15.86525,634.61,40,25,43,1
19.23075,769.23,40,61,42,0
24.038249999999998,961.53,40,64,40,1
12.95,518,40,39,40,0
22,880,40,32,39,0
19,760,40,30,39,1
14,560,40,41,40,1
28.85,1154,40,43,42,0
11.53825,461.53,40,44,39,0
26.923000000000002,1076.92,40,40,43,1
57.6922,2884.61,50,41,44,0
20,800,40,37,40,0
25,1500,60,53,40,0
20,800,40,54,39,0
26.51,1060.4,40,59,40,0
20.19225,807.69,40,58,43,1
18.021052631578947,684.8,38,57,39,0
46.58111111111111,2096.15,45,52,43,1
28.845999999999997,1153.84,40,59,46,1
31.73075,1269.23,40,56,46,0
7.5,300,40,30,46,1
19.230666666666664,1153.84,60,49,39,0
22.11525,884.61,40,58,43,1
46.15375,1846.15,40,45,43,0
27.6922,1384.61,50,42,43,0
19.5,780,40,50,42,1
19.5,780,40,45,42,1
31.25,1250,40,49,43,0
12.237636363636364,673.07,55,31,44,0
30.342105263157894,1153,38,47,46,0
15,600,40,27,43,0
28.845999999999997,1153.84,40,53,44,1
43.269,1730.76,40,54,44,0
37.5,1500,40,24,43,0
25.3845,1015.38,40,33,43,0
15.054857142857141,526.92,35,22,40,0
10.4,416,40,30,40,1
25.3845,1015.38,40,44,43,0
23,920,40,51,44,0
9.75,390,40,57,39,0
22.649555555555555,1019.23,45,34,40,0
23.075,923,40,63,39,0
44.37861538461539,2884.61,65,52,43,0
13.461400000000001,673.07,50,25,43,0
16.825,673,40,31,43,0
8,320,40,23,40,1
6.625,265,40,20,39,0
8.5,297.5,35,23,40,1
11,440,40,52,39,0
19,760,40,51,39,0
7.5,300,40,22,40,1
15,750,50,25,39,0
16.83,589.05,35,55,39,1
25,1000,40,42,40,1
11.34,453.6,40,28,41,1
15,600,40,27,43,0
11.34,453.6,40,25,40,1
34.72222222222222,1250,36,30,44,1
19,760,40,49,39,0
24.9375,997.5,40,43,40,1
37.5,1500,40,35,43,0
16.506333333333334,990.38,60,34,46,0
35.714285714285715,1250,35,32,44,1
16.825,673,40,57,39,1
12,420,35,37,40,0
16,640,40,55,39,1
8,320,40,21,40,0
15,675,45,31,44,0
34.615249999999996,1384.61,40,29,43,0
21,756,36,30,43,1
26,1040,40,54,39,0
21.25,850,40,50,43,0
21.15375,846.15,40,27,44,1
21.6345,865.38,40,55,40,0
16.82675,673.07,40,51,39,1
7.5,300,40,41,39,1
26.923000000000002,1346.15,50,54,43,0
14.422999999999998,576.92,40,62,39,1
38.00675675675676,1406.25,37,31,43,0
14.552972972972974,538.46,37,30,39,1
15,600,40,34,43,0
40,1520,38,42,43,1
28.5,1140,40,58,41,0
40,1600,40,56,40,1
8.75,420,48,58,39,1
17.9,716,40,30,39,0
9,450,50,42,40,1
20,900,45,32,39,0
14.4,576,40,51,40,0
7.25,290,40,58,39,0
48.07675,1923.07,40,54,39,0
12.019,480.76,40,28,43,1
